mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_classifier__max_depth,param_classifier__n_estimators,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
0.1567083199818929,0.012541912896334573,0.025988976160685223,0.0037811033016666943,10,100,"{'classifier__max_depth': 10, 'classifier__n_estimators': 100}",0.8642213642213642,0.862002567394095,0.8465982028241336,0.8576073781465309,0.007837185753386952,3
0.2717934449513753,0.006786253173051005,0.04143706957499186,0.0025774335691824356,10,200,"{'classifier__max_depth': 10, 'classifier__n_estimators': 200}",0.8622908622908623,0.8706675224646983,0.8562259306803593,0.86306143847864,0.005920880230858062,1
0.13956427574157715,0.005554312931048901,0.027850548426310223,0.006226347960270642,20,100,"{'classifier__max_depth': 20, 'classifier__n_estimators': 100}",0.8626126126126126,0.8642490372272144,0.8427471116816432,0.85653625384049,0.009773256110000203,4
0.26250306765238446,0.005412619030851104,0.04293354352315267,0.005618332456850331,20,200,"{'classifier__max_depth': 20, 'classifier__n_estimators': 200}",0.8606821106821108,0.8713093709884466,0.8562259306803595,0.8627391374503057,0.006327245963593209,2
